"","sex","age","education","mdp1","mdu1","mdu2","mdu3","mdp2","mdu4","mdp3","mdp4","hh.sinc1","hh.fair1","hh.greed1","hh.mod1","hh.sinc2","hh.fair2","hh.greed2","hh.mod2","hh.sinc3","hh.fair3","hh.greed3","hh.mod3","hh.sinc4","hh.fair4","hh.greed4","hh.mod4","alt1","alt2","alt3","alt4","npi1","npi2","npi3","npi4","npi5","npi6","npi7","npi8","npi9","npi10","npi11","npi12","npi13","npi14","npi15","mach1","mach2","mach3","mach4","mach5","dc1","dc2","dc3","dc4","dc5","dc6","dc7","dc8","dc9","dc10","dc11","dc12","dc13","dc14","dc15","dc16","srp1","srp2","srp3","srp4","srp5","srp6","srp7","srp8","srp9","srp10","srp11","srp12","srp13","srp14","srp15","srp16","srp17","srp18","srp19","srp20","srp21","srp22","srp23","srp24","srp25","srp26","srp27","srp28","srp29","srp30","srp31","sinc.facet","fair.facet","greed.facet","mod.facet","hh.total","altruism","mdp.facet","mdu.facet","md.total","dc.total","mach.total","npi.total","srp.total"
"51","2",31,"5",-2,-1,-2,-2,-2,-2,-2,-2,3,1,3,1,4,4,4,5,5,2,4,3,4,1,2,4,5,5,2,3,5,3,5,6,4,3,5,2,4,6,3,4,3,4,5,4,4,5,4,3,2,4,2,2,4,2,2,5,2,3,1,4,4,3,1,4,4,3,3,3,4,4,3,4,1,3,2,4,1,2,4,2,4,4,2,3,1,1,3,5,1,1,5,1,1,1,1,4,2,3.25,3.25,3.125,3.75,-8,-7,-15,2.8125,4,4.13333333333333,2.6
"52","1",45,"2",-2,1,-2,-2,-2,-1,1,-2,5,4,4,2,3,2,3,2,5,2,2,3,2,3,2,4,3,3,3,4,6,5,3,4,5,4,5,5,2,4,6,4,3,5,3,4,2,4,3,2,3,2,3,1,4,1,5,3,2,4,2,1,2,2,5,4,2,5,1,1,2,3,1,5,4,1,2,5,1,4,4,4,5,2,3,2,1,1,1,2,1,5,4,2,1,1,3,3.75,2.75,2.75,2.75,3,3.25,-5,-4,-9,2.75,3,4.26666666666667,2.6
"53","1",20,"4",-2,-2,1,-1,-1,1,-1,-1,2,2,2,3,3,3,5,5,4,4,5,5,5,4,5,4,4,3,2,2,1,1,1,3,1,2,2,1,1,2,2,1,1,1,3,6,5,2,4,5,2,3,1,2,4,3,1,2,2,2,2,4,2,2,5,5,2,2,2,2,3,2,1,3,3,3,5,1,1,1,2,4,4,1,1,4,1,1,1,4,1,1,5,2,1,1,1,3.5,3.25,4.25,4.25,3.8125,2.75,-5,-1,-6,2.625,4.4,1.53333333333333,2.13333333333333
"54","1",46,"3",-2,1,-1,-1,-1,1,-1,-2,5,2,3,5,4,4,5,3,5,2,3,3,1,4,4,4,5,3,4,4,4,5,2,4,5,3,1,1,2,2,3,3,1,4,4,5,2,3,3,1,2,3,2,2,1,2,1,4,2,3,2,2,1,1,3,1,3,1,1,2,2,1,1,4,3,3,1,2,1,3,4,1,3,2,2,3,1,1,1,1,1,1,1,4,1,2,1,3.75,3,3.75,3.75,3.5625,4,-6,0,-6,2,2.8,2.93333333333333,1.86666666666667
"55","1",21,"4",-2,1,-1,-2,1,-1,-2,-2,3,1,2,4,3,5,2,5,4,4,2,4,4,2,2,4,5,4,4,4,4,3,2,4,5,4,4,3,2,2,2,3,1,2,1,5,4,5,3,3,1,2,2,2,2,2,2,4,2,2,2,1,2,2,1,1,1,4,2,1,3,2,4,4,3,2,1,2,4,4,1,5,5,1,1,4,1,1,2,5,1,4,1,2,1,1,1,3.5,3,2,4.25,3.1875,4.25,-5,-3,-8,1.875,4,2.8,2.43333333333333
"56","1",21,"4",-2,-2,-1,-1,1,-1,1,-1,3,4,2,4,2,3,1,3,2,4,3,5,4,3,2,2,4,3,2,1,2,3,5,3,3,2,1,5,4,5,4,5,2,2,1,6,4,5,4,1,4,2,1,2,3,2,3,2,2,3,4,3,1,2,2,2,3,2,3,1,2,1,3,3,2,1,4,1,2,1,3,1,3,1,3,1,2,1,1,4,1,4,1,1,1,1,1,2.75,3.5,2,3.5,2.9375,2.5,-1,-5,-6,2.375,4,3.13333333333333,1.93333333333333
"57","1",47,"2",-2,-1,-1,-2,-2,-2,-2,-2,3,5,4,4,3,5,1,2,4,4,2,5,4,5,1,1,4,3,4,5,4,3,3,3,5,4,4,3,2,4,3,5,4,5,6,4,2,4,2,1,1,5,1,1,1,2,1,1,2,3,4,4,2,2,3,2,1,3,2,3,1,1,4,4,3,3,2,4,2,2,3,3,4,4,2,1,1,1,2,2,1,1,1,3,1,1,2,3.5,4.75,2,3,3.3125,4,-8,-6,-14,2.1875,2.6,3.86666666666667,2.16666666666667
"58","1",23,"4",-2,-2,1,-2,-1,1,-1,-1,2,1,2,5,2,5,2,5,2,3,3,4,4,5,2,3,4,3,4,5,4,4,5,5,4,4,3,4,4,5,5,4,4,3,4,4,3,5,2,4,4,2,2,2,4,1,3,1,2,2,2,2,2,1,2,2,5,3,1,2,3,2,4,4,1,1,1,1,4,1,2,5,3,3,2,4,1,1,2,5,1,1,5,4,1,1,2,2.5,3.5,2.25,4.25,3.125,4,-5,-2,-7,2.125,3.6,4.13333333333333,2.46666666666667
"59","1",51,"3",-2,-2,-1,-2,-2,-2,-2,-2,3,5,3,4,4,5,4,5,5,5,5,4,5,5,4,5,5,4,5,5,5,2,2,2,2,2,4,2,1,1,1,1,1,4,1,4,2,3,1,1,2,1,1,3,5,1,2,1,1,2,2,1,1,2,2,1,4,2,2,3,2,2,3,4,1,1,1,2,4,1,1,4,4,4,1,2,1,1,1,4,1,3,1,1,1,1,1,4.25,5,4,4.5,4.4375,4.75,-8,-7,-15,1.75,2.2,2.06666666666667,2.03333333333333
"60","1",26,"5",-2,-2,-1,1,-1,-1,-1,-1,3,4,4,4,4,2,3,4,4,5,5,4,5,4,4,4,4,3,4,5,3,1,1,2,2,1,1,3,1,1,1,2,2,1,3,5,4,2,2,2,1,1,1,1,1,1,1,3,1,3,1,1,1,1,5,1,3,1,3,2,2,3,1,4,3,2,1,1,1,1,5,3,3,2,1,4,1,1,4,5,1,1,5,5,1,1,1,4,3.75,4,4,3.9375,4,-5,-3,-8,1.5,3,1.66666666666667,2.33333333333333
"61","2",21,"4",-2,-1,-2,-1,1,1,-1,2,3,2,2,3,4,4,4,3,3,3,2,3,2,1,3,3,4,3,2,2,4,4,5,3,5,4,3,2,2,4,3,4,2,4,3,1,1,1,3,1,2,1,2,3,4,2,2,2,2,2,2,2,1,4,4,3,2,2,3,5,4,2,1,3,4,1,1,2,2,2,4,1,3,1,1,4,1,1,3,4,1,1,2,1,1,1,1,3,2.5,2.75,3,2.8125,2.75,0,-3,-3,2.375,1.4,3.46666666666667,2
"62","1",22,"4",-2,-2,-2,-2,-2,1,-2,1,3,4,4,5,4,5,2,4,4,4,4,3,4,5,4,5,4,2,5,3,4,2,2,3,4,2,4,2,1,2,3,2,2,3,3,2,1,1,2,4,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,4,2,3,5,4,1,2,1,4,4,1,4,1,4,2,1,4,1,1,2,1,1,1,1,5,1,1,1,3.75,4.5,3.5,4.25,4,3.5,-5,-5,-10,1.25,2,2.6,2.13333333333333
"63","1",37,"2",-2,-2,-1,-2,-2,-1,-2,-2,4,5,5,5,5,5,3,5,3,5,3,5,4,5,3,3,5,5,5,4,3,1,6,2,1,1,2,4,1,6,1,1,1,1,4,5,4,1,3,2,2,5,1,1,4,1,2,5,2,2,3,1,2,2,3,2,3,1,2,3,1,1,1,2,1,3,5,2,2,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,5,3.5,4.5,4.25,4.75,-8,-6,-14,2.375,3,2.33333333333333,1.53333333333333
"64","1",48,"3",1,-2,-1,-2,1,1,-1,-2,4,4,3,3,3,2,3,3,4,5,5,4,3,4,3,5,5,2,5,5,4,4,5,6,6,6,3,5,3,4,5,5,4,6,4,3,3,4,1,2,3,1,2,4,3,3,2,3,1,4,2,3,1,2,4,1,3,2,1,2,3,4,3,4,1,3,1,3,2,2,5,2,5,4,2,2,1,1,1,2,1,1,1,1,1,2,1,3.5,3.75,3.5,3.75,3.625,4.25,-1,-4,-5,2.4375,2.6,4.66666666666667,2.16666666666667
"65","1",20,"1",-1,-1,1,-2,-2,1,-2,-2,4,2,3,4,2,5,4,4,5,5,4,4,4,4,4,4,5,4,5,5,4,1,1,5,6,5,4,5,4,2,4,6,6,4,3,2,1,2,2,3,1,1,4,3,1,1,1,2,1,1,3,1,1,1,1,1,5,1,4,4,3,1,2,5,3,1,1,2,4,3,4,2,4,4,2,2,1,1,1,5,1,4,1,4,1,1,1,3.75,4,3.75,4,3.875,4.75,-7,-1,-8,1.5,2,4,2.46666666666667
"66","2",27,"5",-2,1,2,-2,2,1,-2,-2,5,1,3,3,2,2,3,5,2,2,4,3,2,1,2,3,5,5,4,4,4,4,5,6,4,4,4,5,2,4,3,4,6,4,6,5,3,4,3,3,1,1,1,3,2,3,2,3,3,3,2,2,2,3,3,3,3,5,2,3,4,2,2,4,4,4,2,4,5,3,4,3,4,4,4,5,3,1,4,5,1,4,5,3,1,1,5,2.75,1.5,3,3.5,2.6875,4.5,-4,2,-2,2.3125,3.6,4.33333333333333,3.36666666666667
"67","1",20,"4",-1,-1,-1,1,-1,1,-1,-2,2,1,2,4,2,2,4,5,2,4,4,5,2,1,2,5,5,3,4,5,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,3,1,2,2,1,1,1,1,1,4,2,2,1,1,1,1,1,1,3,1,1,1,1,1,2,3,1,1,1,1,2,1,3,4,1,3,2,3,1,1,1,5,1,1,2,2,1,1,1,2,2,3,4.75,2.9375,4.25,-5,0,-5,1.4375,1.4,1.2,1.73333333333333
"68","2",21,"4",-1,-2,-2,-2,-1,-1,-2,-1,1,4,3,5,2,3,4,4,1,4,5,4,4,4,5,4,4,4,4,5,4,4,3,4,4,4,5,5,4,3,3,3,2,5,3,3,3,3,3,2,3,2,2,3,5,2,5,2,2,2,2,1,2,2,1,1,1,3,3,2,1,2,2,3,1,1,2,1,1,1,4,1,4,1,3,3,4,1,1,2,1,2,1,1,1,1,1,2,3.75,4.25,4.25,3.5625,4.25,-5,-7,-12,2.3125,2.8,3.73333333333333,1.8
"69","2",27,"5",-2,2,1,1,-2,-2,-2,-2,4,1,3,1,2,4,3,4,5,3,5,4,4,1,3,5,4,4,2,3,3,1,2,5,3,5,2,5,3,2,2,4,5,4,4,5,5,3,2,3,1,3,1,4,5,1,1,3,2,3,1,2,2,2,1,1,3,2,1,3,4,2,1,3,4,4,4,1,5,5,3,4,4,3,1,2,4,1,3,5,2,4,1,3,1,2,4,3.75,2.25,3.5,3.5,3.25,3.25,-8,2,-6,2.0625,3.6,3.33333333333333,2.86666666666667
"70","1",34,"5",-2,-2,-2,-2,-2,-1,-2,-2,3,4,3,5,3,5,4,5,4,5,3,5,5,5,1,4,5,5,5,4,5,5,5,4,6,5,3,5,5,5,3,6,6,5,5,5,5,5,2,1,1,4,2,3,3,1,4,3,2,2,2,2,3,2,3,1,1,2,3,4,2,4,2,5,3,3,1,3,2,1,5,4,5,5,2,2,1,1,1,5,1,4,1,1,1,1,1,3.75,4.75,2.75,4.75,4,4.75,-8,-7,-15,2.375,3.6,4.86666666666667,2.43333333333333
"71","2",23,"4",-2,2,-1,-1,-2,1,-2,-2,4,1,3,4,2,4,3,5,2,3,5,5,5,2,5,5,5,4,4,4,3,1,4,4,5,4,2,4,4,4,3,2,4,5,2,3,2,1,3,1,1,2,2,1,1,1,1,4,3,3,2,2,2,2,2,1,5,2,3,4,2,1,2,4,2,1,2,1,2,2,4,1,3,2,2,3,1,1,1,2,1,1,1,1,1,1,1,3.25,2.5,4,4.75,3.625,4.25,-8,1,-7,1.875,2,3.4,1.86666666666667
"72","1",40,"5",-2,2,-1,-1,-2,-2,-1,-2,3,1,4,5,3,3,5,4,4,2,4,5,4,2,3,5,3,3,3,3,5,5,4,2,4,4,5,3,2,5,4,5,3,3,2,4,2,5,3,4,2,1,1,3,4,1,5,4,1,3,4,1,2,3,5,3,3,1,2,3,4,3,3,2,4,4,3,1,4,1,5,1,4,3,3,4,1,1,1,5,5,1,3,4,1,1,1,3.5,2,4,4.75,3.5625,3,-7,-2,-9,2.6875,3.6,3.73333333333333,2.63333333333333
"73","1",36,"4",-2,-2,-2,-2,-1,1,-1,-2,3,3,4,5,4,4,2,4,4,5,4,5,5,5,3,3,5,4,4,4,5,5,3,4,5,5,5,6,4,3,5,5,6,4,6,2,1,2,3,2,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,4,4,3,1,3,2,1,2,5,2,1,2,2,1,2,5,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4.25,3.25,4.25,3.9375,4.25,-6,-5,-11,1.6875,2,4.73333333333333,1.8
"74","1",21,"4",-2,-1,-2,-2,1,-1,-2,-2,2,3,4,5,3,4,3,4,4,4,5,4,4,2,4,4,5,4,5,3,2,3,2,1,4,4,2,4,3,2,4,4,3,2,3,4,2,2,3,2,1,2,1,1,1,2,1,2,3,2,2,1,1,1,2,1,1,2,1,3,2,2,2,3,1,1,1,3,2,1,2,1,3,2,1,4,1,1,2,4,1,5,5,4,1,1,1,3.25,3.25,4,4.25,3.6875,4.25,-5,-6,-11,1.5,2.6,2.86666666666667,2.03333333333333
"75","2",22,"4",-2,-2,-2,-1,-1,2,-1,-1,2,2,2,5,2,3,5,5,3,3,5,3,4,4,4,3,4,4,4,4,5,3,4,4,4,3,5,6,3,6,4,4,4,4,3,4,2,1,1,1,1,2,2,2,2,1,1,1,1,1,3,1,1,1,2,1,4,2,1,2,3,5,1,3,3,2,1,5,4,2,4,4,3,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2.75,3,4,4,3.4375,4,-5,-3,-8,1.4375,1.8,4.13333333333333,2.2
"76","1",55,"1",-1,-2,-2,-2,-1,1,-2,-2,5,5,3,5,5,5,5,5,5,4,5,5,5,5,5,4,5,3,5,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,4,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,1,1,2,3,1,2,1,1,1,1,3,5,1,5,3,1,2,1,1,1,1,1,4,1,5,1,1,1,1,1,5,4.75,4.5,4.75,4.75,4.25,-6,-5,-11,1.125,2.6,1.2,1.9
"77","1",18,"1",-2,-2,-2,2,1,1,-2,-1,5,1,2,5,2,1,3,4,4,4,4,5,4,3,2,3,4,3,3,4,1,1,1,1,3,3,3,6,3,2,2,2,2,1,3,2,1,1,2,3,1,3,1,5,1,1,1,3,1,2,2,1,1,2,1,2,3,1,2,3,1,4,3,3,2,2,1,1,1,1,1,2,3,4,2,4,1,1,2,4,1,5,1,1,1,1,1,3.75,2.25,2.75,4.25,3.25,3.5,-4,-1,-5,1.75,1.8,2.26666666666667,2
"78","1",26,"4",-2,1,1,-2,1,-1,-1,-2,2,1,3,2,4,3,4,5,4,3,4,4,4,2,4,3,5,5,4,5,4,3,5,5,5,4,4,3,3,6,5,5,4,4,5,4,4,1,2,3,1,1,1,2,1,1,1,3,1,3,1,1,1,3,1,1,1,1,4,4,4,3,5,4,5,3,1,2,5,4,1,5,2,1,2,1,1,1,1,5,1,4,1,1,1,1,1,3.5,2.25,3.75,3.5,3.25,4.75,-4,-1,-5,1.4375,2.8,4.33333333333333,2.4
"79","1",19,"1",-2,1,1,-2,-2,-1,-2,-1,4,2,4,2,3,3,1,4,3,3,2,4,4,4,2,3,4,3,2,1,4,2,3,5,3,2,4,6,1,4,5,5,3,3,5,5,4,1,4,3,4,2,2,2,2,2,2,2,2,2,2,3,2,4,2,2,1,3,3,3,2,1,3,4,3,2,2,3,4,1,2,1,4,2,1,3,1,1,4,3,1,5,5,4,1,1,1,3.5,3,2.25,3.25,3,2.5,-7,-1,-8,2.3125,3.4,3.66666666666667,2.4
"80","1",31,"5",-2,-2,-1,-2,-1,-1,-2,-2,2,4,4,4,2,3,2,3,2,3,2,3,2,3,2,3,5,4,4,4,2,2,2,4,4,3,2,4,3,2,4,5,2,3,4,5,5,3,5,3,2,2,3,3,4,2,2,3,2,3,3,1,2,2,1,2,4,1,2,2,2,2,3,3,4,3,2,4,3,3,3,4,1,1,1,4,1,1,2,5,5,5,5,5,1,4,3,2,3.25,2.5,3.25,2.75,4.25,-7,-6,-13,2.3125,4.2,3.06666666666667,2.9
"81","1",37,"2",-2,-1,-1,-1,-1,-1,-2,-1,2,2,3,4,2,4,5,4,4,4,3,5,4,2,2,5,3,3,3,5,4,2,5,2,2,1,2,3,3,6,2,2,1,1,4,1,1,1,2,1,1,3,1,2,1,3,2,2,2,3,2,3,1,2,1,2,3,2,1,4,2,1,3,3,3,2,1,4,2,1,1,1,4,2,1,2,1,1,1,3,1,3,4,2,1,1,1,3,3,3.25,4.5,3.4375,3.5,-6,-4,-10,1.9375,1.2,2.66666666666667,1.93333333333333
"82","2",23,"4",1,-2,-1,1,-1,-1,-2,-2,5,4,4,4,3,2,5,5,3,2,5,3,3,4,5,4,5,3,4,4,3,2,1,5,3,1,1,1,2,1,3,3,3,3,6,4,2,2,2,2,2,3,3,1,4,1,1,4,2,2,2,1,1,1,1,1,3,1,1,5,1,1,1,4,2,1,1,1,1,1,5,1,4,1,1,5,1,1,5,5,1,5,1,1,1,1,1,3.5,3,4.75,4,3.8125,4,-4,-3,-7,1.875,2.4,2.53333333333333,1.96666666666667
"83","1",23,"2",-2,2,-1,-2,-2,1,-1,-1,3,2,4,5,2,4,2,1,4,3,3,4,3,4,3,2,4,5,2,3,4,4,3,6,4,4,2,5,4,4,4,5,2,4,6,2,1,3,3,3,2,2,1,2,4,2,5,2,3,3,3,2,3,3,2,3,2,2,2,4,2,4,3,5,2,4,1,2,2,1,4,2,5,2,2,2,2,1,1,1,2,2,1,1,2,1,1,3,3.25,3,3,3.0625,3.5,-6,0,-6,2.625,2.4,4.06666666666667,2.13333333333333
"84","2",22,"4",-2,-1,1,-1,1,1,1,2,3,1,2,3,1,3,2,3,1,2,3,5,2,2,3,3,4,3,3,4,2,3,3,4,3,4,4,5,4,5,4,3,4,3,3,4,3,4,1,4,2,4,2,4,4,2,3,3,1,4,2,2,1,2,5,3,5,3,4,4,4,3,3,3,5,3,3,3,2,2,4,3,3,4,2,5,1,1,4,5,2,5,1,4,1,1,1,1.75,2,2.5,3.5,2.4375,3.5,2,0,2,2.75,3.2,3.6,3
"85","2",28,"4",-2,-1,1,-1,-1,1,-1,-2,4,1,4,2,2,4,3,4,1,2,5,4,2,2,5,4,5,3,3,2,4,3,2,5,2,1,3,3,2,2,1,2,2,2,4,5,1,2,1,4,1,1,1,3,1,1,1,1,1,2,2,1,1,2,1,1,3,1,2,3,4,3,4,5,3,4,2,1,2,1,2,2,2,4,2,2,2,1,2,2,1,1,1,1,1,1,1,2.25,2.25,4.25,3.5,3.0625,3.25,-6,0,-6,1.3125,2.6,2.53333333333333,2.1
"86","1",20,"1",-1,2,2,-2,2,1,1,1,4,1,3,5,1,5,5,5,5,2,5,5,2,1,4,5,5,2,4,3,5,1,2,3,2,1,5,1,1,2,2,1,1,1,6,6,1,1,4,1,1,3,1,5,5,1,2,3,1,2,1,1,2,1,1,3,2,2,2,5,2,3,2,3,2,4,1,2,4,1,1,4,3,2,2,2,4,1,4,5,1,4,5,5,1,1,4,3,2.25,4.25,5,3.625,3.5,3,3,6,2.0625,2.6,2.26666666666667,2.63333333333333
"87","2",20,"4",-1,1,-1,-2,1,1,-2,1,4,1,5,3,4,4,4,4,5,4,2,5,4,1,5,3,3,3,4,2,5,4,2,3,1,1,2,3,1,3,1,2,5,1,3,6,4,3,4,3,2,5,2,2,5,2,5,4,2,2,4,4,1,2,4,3,3,2,3,3,5,4,1,4,4,5,2,2,2,4,1,2,1,5,1,4,2,1,4,5,5,4,5,3,1,1,5,4.25,2.5,4,3.75,3.625,3,-1,-1,-2,3.0625,4,2.46666666666667,3.03333333333333
"88","2",24,"4",-2,-2,-1,-2,-2,1,-2,-2,3,5,5,4,3,5,4,4,4,5,5,5,5,5,2,5,5,4,5,5,3,2,1,1,2,1,1,1,1,1,4,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,3,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,4,1,2,1,1,1,1,1,3.75,5,4,4.5,4.3125,4.75,-8,-4,-12,1,1.4,1.53333333333333,1.4
"89","1",24,"2",-1,-2,-2,-1,-2,1,-2,-2,2,1,4,4,4,4,5,4,2,3,4,5,4,4,4,4,5,4,5,5,4,6,4,6,4,2,3,5,1,4,3,4,5,4,4,4,2,3,2,4,1,1,2,2,5,4,5,4,2,4,1,4,1,1,3,1,4,1,2,2,2,3,4,2,4,2,1,3,3,2,4,1,4,4,4,1,1,1,1,3,1,3,1,1,1,1,1,3,3,4.25,4.25,3.625,4.75,-7,-4,-11,2.5625,3,3.93333333333333,2.2
"90","1",19,"3",-1,-2,-2,-1,1,1,-2,-1,5,3,5,4,5,5,5,4,4,2,3,5,1,5,4,5,5,3,5,3,3,2,1,6,2,1,1,5,1,1,3,1,1,1,6,4,4,3,3,3,2,2,1,1,5,3,5,3,2,2,2,1,2,1,1,2,4,2,3,4,1,2,1,2,1,3,1,3,3,1,1,1,2,1,1,1,1,1,4,5,1,3,1,4,1,1,1,3.75,3.75,4.25,4.5,4.0625,4,-3,-4,-7,2.1875,3.4,2.33333333333333,1.9
"91","1",22,"4",-1,-2,-2,-1,1,1,-2,1,2,1,4,5,3,4,4,3,3,3,3,4,3,5,4,3,2,3,4,4,2,2,2,2,2,1,2,4,1,2,1,2,1,2,1,3,3,3,2,4,2,2,1,2,1,1,1,2,2,2,3,2,2,2,1,1,4,1,2,3,2,2,2,2,2,2,1,2,3,1,2,3,3,3,2,1,1,1,4,5,1,1,4,1,1,1,1,2.75,3.25,3.75,3.75,3.375,3.25,-1,-4,-5,1.6875,3,1.8,2.03333333333333
"92","1",23,"5",-2,-1,-1,-2,1,2,-2,1,4,3,2,5,5,5,5,4,4,5,5,5,4,5,5,5,5,3,5,5,3,2,1,1,1,2,2,3,1,1,1,1,2,1,3,4,3,4,3,1,2,1,1,3,5,2,1,2,1,1,3,1,2,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,2,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.25,4.5,4.25,4.75,4.4375,4.5,-2,-2,-4,1.75,3,1.66666666666667,1.23333333333333
"93","2",24,"4",-2,-2,-2,-1,1,1,2,-1,4,2,5,4,2,3,3,3,3,3,5,3,4,4,5,4,2,4,3,4,5,5,6,3,5,3,4,2,1,5,5,3,5,4,5,5,4,3,6,6,2,3,1,2,2,2,2,5,3,4,3,5,4,2,5,1,1,1,1,2,4,1,1,4,3,1,2,3,3,5,4,5,5,3,2,1,1,1,1,1,1,2,1,5,1,5,1,3.25,3,4.5,3.5,3.5625,3.25,0,-4,-4,2.875,4.8,4.06666666666667,2.33333333333333
"94","1",30,"5",-1,-2,-1,-1,-2,-1,1,-1,1,3,4,4,4,4,3,5,2,3,4,4,4,3,4,5,4,2,5,4,4,3,4,3,2,2,2,4,2,4,3,3,3,2,2,1,1,1,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,2,3,4,5,3,1,1,2,3,1,2,1,3,1,2,1,4,3,1,2,1,1,2,1,1,1,3,1,1,1,1,2.75,3.25,3.75,4.5,3.5625,3.75,-3,-5,-8,1.3125,1.4,2.86666666666667,1.8
"95","1",22,"4",-2,-2,-1,-2,-2,-1,-2,-2,3,5,3,4,3,3,5,4,5,3,5,4,4,4,5,4,5,3,4,5,2,2,2,3,3,2,1,3,1,2,2,1,4,3,4,3,3,1,2,1,1,2,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,2,3,2,1,1,4,3,1,3,1,1,4,2,5,3,4,3,1,3,1,1,4,4,1,1,1,1,1,2,1,3.75,3.75,4.5,4,4,4.25,-8,-6,-14,1.3125,2,2.33333333333333,2.13333333333333
"96","2",23,"5",-2,-2,1,1,1,1,1,1,3,3,1,3,4,5,3,5,4,3,4,3,3,2,3,2,4,3,2,2,6,4,3,6,3,4,4,5,4,4,3,4,5,3,6,5,5,3,3,6,1,2,1,3,5,3,1,3,3,3,1,4,2,2,4,1,4,2,2,1,3,4,4,4,4,2,3,1,5,3,1,5,2,3,2,4,5,1,3,5,3,1,3,2,1,1,1,3.5,3.25,2.75,3.25,3.1875,2.75,1,1,2,2.4375,4.4,4.26666666666667,2.8
"97","1",25,"5",-2,1,1,-2,1,-2,1,1,2,4,3,2,2,2,4,3,3,4,5,3,3,4,5,4,3,2,3,2,4,3,4,4,5,5,3,5,3,4,5,4,5,4,4,5,5,2,2,2,3,2,2,2,3,1,3,3,3,3,2,1,1,2,2,3,1,1,3,4,1,1,1,4,3,1,3,4,3,1,2,1,2,1,3,4,1,1,4,5,5,1,5,5,1,1,1,2.5,3.5,4.25,3,3.3125,2.5,1,-2,-1,2.25,3.2,4.13333333333333,2.33333333333333
"98","1",19,"5",-2,-2,1,-2,2,1,-2,-2,2,4,2,4,2,3,3,4,4,4,5,4,4,2,3,1,4,4,5,5,5,4,4,4,4,3,4,4,1,4,3,3,2,4,3,5,4,4,2,6,2,2,2,2,1,2,1,4,3,2,2,2,2,1,1,2,4,1,3,1,1,3,1,4,1,1,1,1,2,1,1,3,4,3,2,3,2,1,1,1,1,1,1,1,1,1,1,3,3.25,3.25,3.25,3.1875,4.5,-4,-2,-6,1.9375,4.2,3.46666666666667,1.73333333333333
"99","2",20,"4",-1,-2,-2,-2,-1,-1,-2,-1,3,2,4,3,2,4,5,3,4,2,5,5,4,2,5,5,4,3,3,3,5,3,5,3,4,3,4,3,2,6,4,5,2,4,1,5,3,2,3,3,1,1,2,1,2,4,1,2,3,2,3,1,2,2,3,1,4,3,1,4,3,1,3,5,4,2,5,3,1,1,4,3,4,1,1,4,1,1,1,4,1,4,1,4,1,1,3,3.25,2.5,4.75,4,3.625,3.25,-5,-7,-12,1.9375,3.2,3.6,2.5
"100","2",20,"4",-1,-2,-2,-2,1,1,-2,-1,1,4,2,2,2,4,4,2,3,5,3,2,2,4,2,2,2,3,5,3,6,5,5,6,6,6,6,6,6,6,4,6,6,5,6,5,5,4,5,1,1,4,3,3,5,1,1,4,2,1,1,3,2,2,1,3,4,3,1,2,2,2,2,5,3,3,2,3,4,3,5,3,4,5,2,1,3,1,1,4,3,1,5,1,1,1,1,2,4.25,2.75,2,2.75,3.25,-3,-5,-8,2.3125,4,5.66666666666667,2.63333333333333
"101","1",52,"5",-2,-2,-1,-2,-2,1,-2,-2,2,2,3,4,3,3,2,4,2,3,5,5,2,2,4,5,3,2,5,5,3,1,3,2,3,2,2,3,2,2,3,4,2,2,2,6,2,5,4,4,2,2,2,2,3,1,5,3,3,3,2,1,1,2,1,2,1,2,1,3,2,2,4,4,2,2,2,3,1,1,2,1,3,2,2,4,2,1,1,4,1,1,1,3,1,1,1,2.25,2.5,3.5,4.5,3.1875,3.75,-8,-4,-12,2.1875,4.2,2.4,1.93333333333333
"102","1",22,"4",-2,-2,1,-2,-2,-1,-1,-2,5,4,5,5,2,3,2,5,3,4,5,5,3,4,3,5,5,4,3,5,5,1,1,4,6,3,3,5,2,1,5,3,4,3,5,4,2,5,4,3,1,2,1,1,1,2,1,2,1,3,2,3,1,1,1,1,4,3,3,4,2,1,1,4,2,3,1,5,3,1,4,1,5,2,1,3,1,1,4,4,4,5,1,3,1,1,1,3.25,3.75,3.75,5,3.9375,4.25,-7,-4,-11,1.5,3.6,3.4,2.5
